text,sentiment,contains_unusual,tokens
battery life still not long enough in motorola razor v3i,0,False,"['battery', 'life', 'still', 'long', 'enough', 'motorola', 'razor', 'v3i']"
sending it back,0,False,"['sending', 'back']"
now i know that i made a wise decision,1,False,"['know', 'made', 'wise', 'decision']"
someone shouldve invented this sooner,1,False,"['someone', 'shouldve', 'invented', 'sooner']"
good price,1,False,"['good', 'price']"
everything worked on the first trythe device was certainly engineered in a clever way and the construction feels good,1,False,"['everything', 'worked', 'first', 'trythe', 'device', 'certainly', 'engineered', 'clever', 'way', 'construction', 'feels', 'good']"
i received it quickly and it works great,1,False,"['received', 'quickly', 'works', 'great']"
has been working great,1,False,"['working', 'great']"
as many people complained i found this headsets microphone was very weak,0,False,"['many', 'people', 'complained', 'found', 'headsets', 'microphone', 'weak']"
my 5year old nokia 2160 from tracfone holds the charge a lot better than this,0,False,"['5year', 'old', 'nokia', '2160', 'tracfone', 'holds', 'charge', 'lot', 'better']"
they do not care about the consumer one bit,0,False,"['care', 'consumer', 'one', 'bit']"
this is a good battery and it got here really fast,1,False,"['good', 'battery', 'got', 'really', 'fast']"
the instruction manual is lacking,0,False,"['instruction', 'manual', 'lacking']"
also its slim enough to fit into my alarm clock docking station without removing the case,1,False,"['also', 'slim', 'enough', 'fit', 'alarm', 'clock', 'docking', 'station', 'without', 'removing', 'case']"
phone now holds charge like it did when it was new,1,False,"['phone', 'holds', 'charge', 'like', 'new']"
the battery is unreliable as well as the service use antena,0,False,"['battery', 'unreliable', 'well', 'service', 'use', 'antena']"
its uncomfortable and the sound quality is quite poor compared with the phone razr or with my previous wired headset that plugged into an lg,0,False,"['uncomfortable', 'sound', 'quality', 'quite', 'poor', 'compared', 'phone', 'razr', 'previous', 'wired', 'headset', 'plugged', 'lg']"
we have gotten a lot of compliments on it,1,False,"['gotten', 'lot', 'compliments']"
this is definitely a must have if your state does not allow cell phone usage while driving,1,False,"['definitely', 'must', 'state', 'allow', 'cell', 'phone', 'usage', 'driving']"
i want my money back,0,False,"['want', 'money', 'back']"
i love this device,1,False,"['love', 'device']"
i am also very happy with the price,1,False,"['also', 'happy', 'price']"
i ordered this product first and was unhappy with it immediately,0,False,"['ordered', 'product', 'first', 'unhappy', 'immediately']"
the ngage is still lacking in earbuds,0,False,"['ngage', 'still', 'lacking', 'earbuds']"
i was able to do voice dialing in the car with no problem,1,False,"['able', 'voice', 'dialing', 'car', 'problem']"
i have 23 bars on my cell phone when i am home but you cant not hear anything,0,False,"['23', 'bars', 'cell', 'phone', 'home', 'cant', 'hear', 'anything']"
good item low price,1,False,"['good', 'item', 'low', 'price']"
howeverthe riingtones are not the best and neither are the games,0,False,"['howeverthe', 'riingtones', 'best', 'neither', 'games']"
the plug did not work very well,0,False,"['plug', 'work', 'well']"
amazon sucks,0,False,"['amazon', 'sucks']"
rip off over charge shipping,0,False,"['rip', 'charge', 'shipping']"
very comfortable,1,False,['comfortable']
the battery is working well as a replacement for the original that came with the phone over 2 years ago,1,False,"['battery', 'working', 'well', 'replacement', 'original', 'came', 'phone', '2', 'years', 'ago']"
the reception is excellent,1,False,"['reception', 'excellent']"
it fits comfortably in either ear the sound is clear and loud and the charge lasts a couple of days,1,False,"['fits', 'comfortably', 'either', 'ear', 'sound', 'clear', 'loud', 'charge', 'lasts', 'couple', 'days']"
very clear quality sound and you dont have to mess with the sound on your ipod since you have the sound buttons on the headset,1,False,"['clear', 'quality', 'sound', 'dont', 'mess', 'sound', 'ipod', 'since', 'sound', 'buttons', 'headset']"
1 long lasting battery you dont have to recharge it as frequentyly as some of the flip phones2,0,False,"['1', 'long', 'lasting', 'battery', 'dont', 'recharge', 'frequentyly', 'flip', 'phones2']"
obviously there is a problem with the adhesive,0,False,"['obviously', 'problem', 'adhesive']"
very disappointing,0,False,['disappointing']
it was an inexpensive piece but i would still have expected better quality,0,False,"['inexpensive', 'piece', 'would', 'still', 'expected', 'better', 'quality']"
it is practically useless and did not add any kind of boost to my reception after i bought it,0,False,"['practically', 'useless', 'add', 'kind', 'boost', 'reception', 'bought']"
excellent sound quality,1,False,"['excellent', 'sound', 'quality']"
was not happy,0,False,['happy']
a piece of junk that broke after being on my phone for 2 days,0,False,"['piece', 'junk', 'broke', 'phone', '2', 'days']"
new battery works great in phone,1,False,"['new', 'battery', 'works', 'great', 'phone']"
worst customer service,0,False,"['worst', 'customer', 'service']"
ive dropped my phone more times than i can say even on concrete and my phone is still great knock on wood,1,False,"['ive', 'dropped', 'phone', 'times', 'say', 'even', 'concrete', 'phone', 'still', 'great', 'knock', 'wood']"
reception is terrible and full of static,0,False,"['reception', 'terrible', 'full', 'static']"
good audio quality,1,False,"['good', 'audio', 'quality']"
this little device has transformed my organizational capability and made my life a whole lot easier,1,False,"['little', 'device', 'transformed', 'organizational', 'capability', 'made', 'life', 'whole', 'lot', 'easier']"
i was sitting in my vehicle with the cradle on my belt and the headset lost signal,0,False,"['sitting', 'vehicle', 'cradle', 'belt', 'headset', 'lost', 'signal']"
were jerks on the phone,0,False,"['jerks', 'phone']"
works like a charm works as advertised,1,False,"['works', 'like', 'charm', 'works', 'advertised']"
comfortable nice range good battery life,1,False,"['comfortable', 'nice', 'range', 'good', 'battery', 'life']"
their network coverage in los angeles is horrible,0,False,"['network', 'coverage', 'los', 'angeles', 'horrible']"
excellent starter wireless headset,0,False,"['excellent', 'starter', 'wireless', 'headset']"
the loudspeaker option is great the bumpers with the lights is very  appealing,0,False,"['loudspeaker', 'option', 'great', 'bumpers', 'lights', 'appealing']"
the only thing that i think could improve is the sound leaks out from the headset,0,False,"['thing', 'think', 'could', 'improve', 'sound', 'leaks', 'headset']"
first off the reception sucks i have never had more than 2 bars ever,0,False,"['first', 'reception', 'sucks', 'never', '2', 'bars', 'ever']"
the phone gets extremely hot,0,False,"['phone', 'gets', 'extremely', 'hot']"
the microphone also works well but according to people i have called it applifies everything,1,False,"['microphone', 'also', 'works', 'well', 'according', 'people', 'called', 'applifies', 'everything']"
nice design and quality,1,False,"['nice', 'design', 'quality']"
also if your phone is dropped this case is not going to save it specially when dropped face down,0,False,"['also', 'phone', 'dropped', 'case', 'going', 'save', 'specially', 'dropped', 'face']"
it is light easy to use and has very clear reception and transmission,1,False,"['light', 'easy', 'use', 'clear', 'reception', 'transmission']"
bad fit way too big,0,False,"['bad', 'fit', 'way', 'big']"
it definitely was not as good as my s11,1,False,"['definitely', 'good', 's11']"
awesome device,1,False,"['awesome', 'device']"
waste of money,0,False,"['waste', 'money']"
i had ordered a motorola data cable got a very well finished and working product,1,False,"['ordered', 'motorola', 'data', 'cable', 'got', 'well', 'finished', 'working', 'product']"
love this phone,1,False,"['love', 'phone']"
i was looking for this headset for a long time and now that ive got it i couldnt be happier,1,False,"['looking', 'headset', 'long', 'time', 'ive', 'got', 'couldnt', 'happier']"
ill be drivng along and my headset starts ringing for no reason,0,False,"['ill', 'drivng', 'along', 'headset', 'starts', 'ringing', 'reason']"
display is excellent and camera is as good as any from that year,1,False,"['display', 'excellent', 'camera', 'good', 'year']"
battery life is also great,1,False,"['battery', 'life', 'also', 'great']"
the worst phone ive ever had only had it for a few months,0,False,"['worst', 'phone', 'ive', 'ever', 'months']"
not a good item it worked for a while then started having problems in my auto reverse tape player,0,False,"['good', 'item', 'worked', 'started', 'problems', 'auto', 'reverse', 'tape', 'player']"
this is so embarassing and also my ears hurt if i try to push the ear plug into my ear,0,False,"['embarassing', 'also', 'ears', 'hurt', 'try', 'push', 'ear', 'plug', 'ear']"
protects the phone on all sides,1,False,"['protects', 'phone', 'sides']"
this is a very average phone with bad battery life that operates on a weak network,0,False,"['average', 'phone', 'bad', 'battery', 'life', 'operates', 'weak', 'network']"
clear skype calls long battery life long range,1,False,"['clear', 'skype', 'calls', 'long', 'battery', 'life', 'long', 'range']"
soyo technology sucks,0,False,"['soyo', 'technology', 'sucks']"
great hands free device,1,False,"['great', 'hands', 'free', 'device']"
you can even take self portraits with the outside exterior display very cool,1,False,"['even', 'take', 'self', 'portraits', 'outside', 'exterior', 'display', 'cool']"
same problem as others have mentioned,0,False,"['problem', 'others', 'mentioned']"
after trying many many handsfree gadgets this is the one that finally works well,1,False,"['trying', 'many', 'many', 'handsfree', 'gadgets', 'one', 'finally', 'works', 'well']"
magical help,1,False,"['magical', 'help']"
the worst piece of crap ever along with the verizon customer service,0,False,"['worst', 'piece', 'crap', 'ever', 'along', 'verizon', 'customer', 'service']"
poor sound quality,0,False,"['poor', 'sound', 'quality']"
the best phone in market ,1,False,"['best', 'phone', 'market']"
it worked very well,1,False,"['worked', 'well']"
the company shipped my product very promptly and it works well,1,False,"['company', 'shipped', 'product', 'promptly', 'works', 'well']"
exactly what i wanted,1,False,"['exactly', 'wanted']"
the picture resolution is far below what other comparablypriced phones are offering today,0,False,"['picture', 'resolution', 'far', 'comparablypriced', 'phones', 'offering', 'today']"
this is a great deal,1,False,"['great', 'deal']"
excellent product i am very satisfied with the purchase,1,False,"['excellent', 'product', 'satisfied', 'purchase']"
i highly recommend these and encourage people to give them a try,1,False,"['highly', 'recommend', 'encourage', 'people', 'give', 'try']"
better than youd expect,1,False,"['better', 'youd', 'expect']"
using all earpieces left or right this thing will not stay on my ear,0,False,"['using', 'earpieces', 'left', 'right', 'thing', 'stay', 'ear']"
great product and price,1,False,"['great', 'product', 'price']"
sounds good reasonably priced and effective its that simple ,1,False,"['sounds', 'good', 'reasonably', 'priced', 'effective', 'simple']"
